num__SibSp,num__Parch,num__Fare,cat__Sex_female,cat__Sex_male,cat__Embarked_C,cat__Embarked_Q,cat__Embarked_S,cat__Title_Master,cat__Title_Miss,cat__Title_Mr,cat__Title_Mrs,cat__Title_Rare,age__Age,pclass__Pclass,Survived
0.0,0.0,1.8196518381939217,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1
0.0,0.0,-0.6256091965962899,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0
0.0,0.0,8.973476683892972,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.0,1.0,-0.22092087152985174,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.75,3.0,1
1.0,1.0,0.5105478657560097,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.17857142857142858,2.0,1
0.0,0.0,-0.2605976402558843,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5357142857142857,3.0,0
0.0,0.0,1.8196518381939217,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.17857142857142858,3.0,1
0.0,0.0,9.222167398135404,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.0,0.0,-0.2901723496160871,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1
1.0,0.0,0.15346993187385843,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.17857142857142858,3.0,0
0.0,0.0,0.9109079734420582,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9642857142857142,1.0,1
1.0,0.0,-0.20036183897300064,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5357142857142857,3.0,0
8.0,2.0,2.384665991464755,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
0.0,0.0,0.5235325178971789,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.9642857142857142,1.0,0
0.0,0.0,-0.2880082409258923,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5357142857142857,3.0,0
1.0,0.0,3.269786445754452,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32142857142857145,1.0,1
0.0,0.0,-0.29089516191861226,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5357142857142857,3.0,0
0.0,0.0,-0.3118134365180357,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
0.0,0.0,-0.34643917556115345,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0357142857142858,3.0,0
3.0,1.0,0.4766449390154171,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0
1.0,0.0,0.07123380164645395,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10714285714285714,3.0,0
0.0,0.0,2.676461422598489,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,1
0.0,0.0,2.802338968672363,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.0,0.0,-0.17114637165537003,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6785714285714286,2.0,1
0.0,0.0,-0.28386180867547894,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.32142857142857145,3.0,0
0.0,0.0,-0.041299850243678646,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1785714285714286,2.0,1
0.0,0.0,-0.28386180867547894,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.39285714285714285,3.0,0
0.0,1.0,-0.2618571515135777,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9642857142857143,3.0,0
1.0,1.0,2.9736627972403284,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,1.0,1
0.0,0.0,-0.27718769747491795,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.8928571428571429,3.0,1
0.0,0.0,-0.28386180867547894,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
0.0,0.0,-0.17114637165537003,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.6785714285714284,2.0,0
0.0,0.0,0.5235325178971789,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.03571428571428571,1.0,1
0.0,0.0,-0.08349996970247833,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.6071428571428572,2.0,0
0.0,0.0,0.023623410462167045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.3214285714285714,2.0,0
0.0,0.0,-0.27718769747491795,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.75,3.0,1
0.0,0.0,-0.06294093714562721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5357142857142857,2.0,0
0.0,0.0,-0.06294093714562721,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.10714285714285714,2.0,1
1.0,1.0,0.6295738437167269,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4642857142857143,2.0,1
0.0,0.0,-0.2901723496160871,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0
0.0,0.0,-0.06294093714562721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.25,2.0,0
0.0,0.0,-0.31271370573315677,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
0.0,0.0,-0.06294093714562721,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25,2.0,1
0.0,0.0,-0.2890902952709897,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1
1.0,0.0,-0.2856623471057211,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.6785714285714286,3.0,1
0.0,0.0,0.6944971044225725,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.6785714285714286,1.0,1
0.0,0.0,0.8742999108387222,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0357142857142856,1.0,0
0.0,0.0,-0.28259796920040514,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,3.0,0
0.0,0.0,-0.29450056699647686,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6785714285714286,3.0,0
1.0,0.0,0.04526449736411561,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
0.0,0.0,-0.19982081180045186,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.4642857142857143,3.0,0
1.0,0.0,1.7938643190415595,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5357142857142858,1.0,0
3.0,2.0,0.58196345253244,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.75,3.0,0
1.0,2.0,4.568251659871366,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5357142857142857,1.0,1
1.0,0.0,1.6726742323906478,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6785714285714286,1.0,0
0.0,0.0,0.7161381913245212,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10714285714285714,1.0,1
0.0,0.0,1.8196518381939217,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1
0.0,0.0,-0.3118134365180357,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10714285714285714,3.0,0
0.0,0.0,-0.27718769747491795,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5357142857142857,3.0,0
1.0,0.0,0.4131629746972412,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10714285714285714,2.0,0
0.0,1.0,0.3698808008933441,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.75,2.0,1
0.0,0.0,-0.6256091965962899,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6785714285714286,3.0,0
0.0,0.0,9.222167398135404,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6785714285714286,1.0,1
3.0,2.0,0.58196345253244,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.3214285714285714,3.0,0
0.0,0.0,-0.6256091965962899,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0
1.0,1.0,-0.17276945317301617,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.03571428571428571,3.0,0
0.0,0.0,-0.30910830065529216,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
1.0,0.0,0.06041325819547959,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.03571428571428571,3.0,0
1.0,5.0,0.7280407891205928,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.75,3.0,0
0.0,1.0,-0.17276945317301617,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.8928571428571428,3.0,0
0.0,0.0,-0.17114637165537003,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10714285714285714,2.0,0
0.0,0.0,-0.3128954908631332,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.25,3.0,0
4.0,1.0,1.0921520762458774,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0357142857142858,3.0,0
1.0,0.0,1.625063841206361,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4642857142857143,1.0,1
0.0,2.0,4.173661065953377,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8214285714285714,1.0,1
0.0,0.0,-0.29125440396118457,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
0.0,0.0,-0.3334545234199843,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.75,3.0,0
0.0,0.0,-0.29882878437686655,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.39285714285714285,3.0,1
0.0,0.0,-0.27718769747491795,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5357142857142858,3.0,0
2.0,2.0,10.73055115520122,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5357142857142857,1.0,1
0.0,0.0,5.7161295348897605,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.107142857142857,1.0,1
1.0,2.0,1.1740289644307096,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.8214285714285714,2.0,1
0.0,1.0,0.21839319257970413,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.1071428571428572,2.0,1
0.0,0.0,-0.09107435011816035,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0357142857142856,2.0,0
0.0,0.0,0.49972732230503547,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.8928571428571429,2.0,0
0.0,0.0,-0.2901723496160871,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1
1.0,1.0,1.0623955817556983,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.25,2.0,0
0.0,0.0,5.244894867599831,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4642857142857143,1.0,0
0.0,0.0,-0.06294093714562721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10714285714285714,2.0,0
0.0,0.0,-0.25067736602003104,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.8214285714285714,3.0,0
0.0,0.0,-0.28386180867547894,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.25,3.0,0
0.0,0.0,-0.25067736602003104,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.10714285714285714,3.0,1
0.0,0.0,-0.6256091965962899,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5357142857142857,3.0,0
0.0,0.0,-0.27718769747491795,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0
0.0,0.0,-0.31271370573315677,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1
0.0,0.0,-0.21515135776179226,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03571428571428571,3.0,0
0.0,0.0,3.980696150483462,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10714285714285714,1.0,1
0.0,0.0,-0.27718769747491795,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
0.0,1.0,2.0310160057478726,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6071428571428572,1.0,0
0.0,0.0,-0.29089516191861226,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8928571428571429,3.0,1
0.0,0.0,-0.2901723496160871,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1
0.0,2.0,0.055725798772517536,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.9642857142857142,3.0,1
0.0,0.0,-0.2881900260558687,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.4642857142857143,3.0,0
1.0,1.0,0.3421066299633833,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1
4.0,1.0,0.634984115442214,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5357142857142858,3.0,0
0.0,0.0,0.6944971044225725,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1.0,0.0,-0.2901723496160871,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
1.0,0.0,1.6726742323906478,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.32142857142857145,1.0,1
4.0,1.0,1.0921520762458774,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.5357142857142858,3.0,0
0.0,0.0,-0.2901723496160871,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,3.0,0
0.0,0.0,-0.06294093714562721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5357142857142858,2.0,0
0.0,0.0,-0.041299850243678646,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1785714285714284,2.0,0
1.0,0.0,2.93092165060898,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.03571428571428571,1.0,0
0.0,0.0,-0.27718769747491795,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
0.0,0.0,0.5235325178971789,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.25,1.0,0
0.0,0.0,0.00017745691259594908,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8214285714285714,3.0,0
1.0,0.0,0.6759203954259398,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,2.0,0
0.0,0.0,2.7485954934600634,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5357142857142857,1.0,1
4.0,2.0,0.7329100336735312,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.8214285714285714,3.0,1
0.0,0.0,-0.17114637165537003,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6785714285714286,2.0,0
2.0,3.0,0.18593156222678128,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.32142857142857145,2.0,1
0.0,2.0,2.821815946884117,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.75,1.0,1
0.0,0.0,0.49666294439971964,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4642857142857142,1.0,1
0.0,2.0,0.24923174141498078,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8928571428571429,3.0,0
0.0,0.0,-0.21442854545926718,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10714285714285714,3.0,1
0.0,0.0,-0.3118134365180357,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1785714285714284,3.0,0
0.0,1.0,-0.044905255321543255,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.75,3.0,1
0.0,2.0,0.034262168783164924,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0
0.0,0.0,-0.2901723496160871,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.6071428571428572,3.0,0
1.0,1.0,0.5105478657560097,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1785714285714286,2.0,1
1.0,1.0,0.24923174141498078,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.75,3.0,0
8.0,2.0,2.384665991464755,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0
1.0,0.0,0.04526449736411561,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1
0.0,1.0,0.8027025389323154,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.03571428571428571,2.0,0
0.0,0.0,-0.27718769747491795,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.9285714285714286,3.0,0
0.0,1.0,10.08762908908337,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.32142857142857145,1.0,0
0.0,0.0,-0.6256091965962899,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.0,0.0,0.07123380164645395,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1
1.0,2.0,0.3893577791050978,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
8.0,2.0,2.384665991464755,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0
1.0,0.0,0.49972732230503547,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.03571428571428571,2.0,1
0.0,1.0,6.016581400784275,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.107142857142857,1.0,1
0.0,0.0,-0.28259796920040514,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.17857142857142858,3.0,1
0.0,1.0,1.8838566148146225,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1071428571428572,1.0,1
0.0,0.0,-0.3128954908631332,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
0.0,0.0,-0.2636620181612001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,3.0,0
0.0,0.0,-0.17114637165537003,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.17857142857142858,2.0,0
0.0,0.0,-0.27718769747491795,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.8928571428571429,3.0,0
0.0,0.0,-0.2890902952709897,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6785714285714286,3.0,0
0.0,0.0,-0.28386180867547894,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
0.0,0.0,-0.2856623471057211,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.3928571428571428,3.0,0
0.0,0.0,-0.2901723496160871,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
5.0,2.0,1.4043247548064854,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.3928571428571428,3.0,0
1.0,0.0,2.9873702616840228,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4642857142857143,1.0,1
1.0,0.0,-0.13904398334501955,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.1785714285714286,3.0,1
0.0,0.0,-0.2856623471057211,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.17857142857142858,3.0,0
1.0,0.0,-0.025791847369742313,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.10714285714285714,2.0,1
0.0,1.0,8.521537209684821,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0357142857142858,1.0,1
0.0,0.0,-0.2901723496160871,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,3.0,0
0.0,0.0,-0.27718769747491795,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.39285714285714285,3.0,0
0.0,0.0,-0.6256091965962899,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0
0.0,0.0,-0.06294093714562721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.39285714285714285,2.0,0
0.0,2.0,0.09720310592879214,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.32142857142857145,3.0,1
0.0,0.0,0.49972732230503547,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.75,2.0,0
0.0,0.0,-0.06294093714562721,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.32142857142857145,2.0,1
0.0,0.0,-0.2867444014508185,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
2.0,1.0,0.20793189117130212,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.9821428571428572,3.0,1
0.0,0.0,-0.06294093714562721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.39285714285714285,2.0,0
0.0,0.0,-0.2263311432553389,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.39285714285714285,3.0,0
1.0,0.0,0.49972732230503547,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9642857142857143,2.0,1
0.0,0.0,-0.25951558591078683,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0
0.0,0.0,-0.27718769747491795,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.4642857142857143,3.0,0
0.0,2.0,0.6295738437167269,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.9764285714285716,2.0,1
0.0,0.0,-0.29882878437686655,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0
0.0,0.0,-0.041299850243678646,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.6785714285714286,2.0,0
1.0,0.0,-0.32028808614883875,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.8214285714285714,3.0,0
